"Item Number","Item Description","Discontinued Item?","1 KQH-LAVALETTE Value","WEB Visability Store 1","2 KQH-KENOVA Value","WEB Visibility Store 2","3 KQH-WAYNE Value","WEB Visibility Store 3","Retail Price","Department Name","Class Name","Fineline Name","Manufacturer","MFG Part #","Date of Change (QOH or Retail)","Vendor Code","Vendor Name","Promotion Price","UPC Code","UPC Date Last Used"
"4003414","ELBOW22.5PVC-SDR35 4""HXH","N","-2","1","5","1","1","1","3.990","PLUMBING SUPPLIES AND FIXTURES","PLASTIC FITTINGS","STYRENE/PVC SWR/DRAIN FTG","PLASTIC TRENDS INC","P1704","01/20/2020","ACE","ACE HARDWARE","0.000","089938003468","01/20/2020"
"4003414","ELBOW22.5PVC-SDR35 4""HXH","N","-2","1","5","1","1","1","3.990","PLUMBING SUPPLIES AND FIXTURES","PLASTIC FITTINGS","STYRENE/PVC SWR/DRAIN FTG","PLASTIC TRENDS INC","P1704","01/20/2020","ACE","ACE HARDWARE","0.000","899380034688","10/26/2009"
"4004115","ELBOW INSERT POLY 1"" MPT","N","2","1","5","1","3","1","1.790","PLUMBING SUPPLIES AND FIXTURES","PLASTIC FITTINGS","INSERT FTNGS/THRD NYLON","LASCO FITTINGS","1413010RMC","01/20/2020","ACE","ACE HARDWARE","0.000","012871543449","04/05/2005"
"4004115","ELBOW INSERT POLY 1"" MPT","N","2","1","5","1","3","1","1.790","PLUMBING SUPPLIES AND FIXTURES","PLASTIC FITTINGS","INSERT FTNGS/THRD NYLON","LASCO FITTINGS","1413010RMC","01/20/2020","ACE","ACE HARDWARE","0.000","025528106133","10/31/2019"
"4004115","ELBOW INSERT POLY 1"" MPT","N","2","1","5","1","3","1","1.790","PLUMBING SUPPLIES AND FIXTURES","PLASTIC FITTINGS","INSERT FTNGS/THRD NYLON","LASCO FITTINGS","1413010RMC","01/20/2020","ACE","ACE HARDWARE","0.000","025528700171","02/21/2015"
"4004115","ELBOW INSERT POLY 1"" MPT","N","2","1","5","1","3","1","1.790","PLUMBING SUPPLIES AND FIXTURES","PLASTIC FITTINGS","INSERT FTNGS/THRD NYLON","LASCO FITTINGS","1413010RMC","01/20/2020","ACE","ACE HARDWARE","0.000","054211106136","07/13/2009"
"40064","FAUCET LAWN 1/2""","N","2","1","4","1","4","1","11.990","PLUMBING SUPPLIES AND FIXTURES","ROUGH FAUCETS","METAL SILCOCK & HOSE BIBS","B&K INDUSTRIES","       108-013","01/20/2020","ACE","ACE HARDWARE","0.000","032888080133","01/20/2020"
"4007035","ELBOW 45 DEG BLK 1/2""","N","4","1","3","1","3","1","2.390","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","B&K INDUSTRIES","520-203HN","01/20/2020","ACE","ACE HARDWARE","0.000","019442271602","11/03/2006"
"4007035","ELBOW 45 DEG BLK 1/2""","N","4","1","3","1","3","1","2.390","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","B&K INDUSTRIES","520-203HN","01/20/2020","ACE","ACE HARDWARE","0.000","032888406285","01/20/2020"
"4007035","ELBOW 45 DEG BLK 1/2""","N","4","1","3","1","3","1","2.390","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","B&K INDUSTRIES","520-203HN","01/20/2020","ACE","ACE HARDWARE","0.000","10025079","04/05/2005"
"4007548","VALVE CHECK 1.5"" ML SUMP","N","2","1","1","1","1","1","9.590","PLUMBING SUPPLIES AND FIXTURES","SUMP/UTILITY PUMPS","CHECK VALVES","CAMPBELL MANUFACTURING LLC","ASC 150BLK","01/20/2020","ACE","ACE HARDWARE","0.000","000168000096","10/17/2013"
"4007548","VALVE CHECK 1.5"" ML SUMP","N","2","1","1","1","1","1","9.590","PLUMBING SUPPLIES AND FIXTURES","SUMP/UTILITY PUMPS","CHECK VALVES","CAMPBELL MANUFACTURING LLC","ASC 150BLK","01/20/2020","ACE","ACE HARDWARE","0.000","001689","10/17/2013"
"4007548","VALVE CHECK 1.5"" ML SUMP","N","2","1","1","1","1","1","9.590","PLUMBING SUPPLIES AND FIXTURES","SUMP/UTILITY PUMPS","CHECK VALVES","CAMPBELL MANUFACTURING LLC","ASC 150BLK","01/20/2020","ACE","ACE HARDWARE","0.000","082901009764","01/20/2020"
"4007548","VALVE CHECK 1.5"" ML SUMP","N","2","1","1","1","1","1","9.590","PLUMBING SUPPLIES AND FIXTURES","SUMP/UTILITY PUMPS","CHECK VALVES","CAMPBELL MANUFACTURING LLC","ASC 150BLK","01/20/2020","ACE","ACE HARDWARE","0.000","10016893","04/05/2005"
"4007795","ELBOW BLK 1"" 90 DEG","N","9","1","4","1","8","1","3.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-005BG","01/20/2020","ACE","ACE HARDWARE","0.000","000194422720","04/05/2005"
"4007795","ELBOW BLK 1"" 90 DEG","N","9","1","4","1","8","1","3.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-005BG","01/20/2020","ACE","ACE HARDWARE","0.000","019442272050","04/05/2005"
"4007795","ELBOW BLK 1"" 90 DEG","N","9","1","4","1","8","1","3.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-005BG","01/20/2020","ACE","ACE HARDWARE","0.000","032673406162","02/25/2013"
"4007795","ELBOW BLK 1"" 90 DEG","N","9","1","4","1","8","1","3.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-005BG","01/20/2020","ACE","ACE HARDWARE","0.000","032888406162","01/17/2020"
"4007795","ELBOW BLK 1"" 90 DEG","N","9","1","4","1","8","1","3.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-005BG","01/20/2020","ACE","ACE HARDWARE","0.000","082901000136","04/05/2005"
"4007795","ELBOW BLK 1"" 90 DEG","N","9","1","4","1","8","1","3.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-005BG","01/20/2020","ACE","ACE HARDWARE","0.000","10025086","04/05/2005"
"4007803","PLUG 1"" BLACK","N","2","1","3","1","5","1","2.390","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","B&K INDUSTRIES","521-805HN","01/20/2020","ACE","ACE HARDWARE","0.000","019442273453","11/03/2006"
"4007803","PLUG 1"" BLACK","N","2","1","3","1","5","1","2.390","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","B&K INDUSTRIES","521-805HN","01/20/2020","ACE","ACE HARDWARE","0.000","032888406834","01/20/2020"
"4007829","COUPLNG BLK 3/4X1/2 RED","N","6","1","11","1","9","1","2.990","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-343BG","01/20/2020","ACE","ACE HARDWARE","0.000","019442275259","04/05/2005"
"4007829","COUPLNG BLK 3/4X1/2 RED","N","6","1","11","1","9","1","2.990","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-343BG","01/20/2020","ACE","ACE HARDWARE","0.000","032888406971","01/20/2020"
"4007829","COUPLNG BLK 3/4X1/2 RED","N","6","1","11","1","9","1","2.990","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-343BG","01/20/2020","ACE","ACE HARDWARE","0.000","082901037958","04/05/2005"
"4007829","COUPLNG BLK 3/4X1/2 RED","N","6","1","11","1","9","1","2.990","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-343BG","01/20/2020","ACE","ACE HARDWARE","0.000","10025239","04/05/2005"
"4007845","ELBOW ST 90 BLACK 1/2""","N","25","1","5","1","8","1","2.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-303BG","01/20/2020","ACE","ACE HARDWARE","0.000","019442281403",
"4007845","ELBOW ST 90 BLACK 1/2""","N","25","1","5","1","8","1","2.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-303BG","01/20/2020","ACE","ACE HARDWARE","0.000","032888406346","01/20/2020"
"4007845","ELBOW ST 90 BLACK 1/2""","N","25","1","5","1","8","1","2.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-303BG","01/20/2020","ACE","ACE HARDWARE","0.000","10025093","04/05/2005"
"4007878","TEE BLACK 1""","N","2","1","7","1","4","1","4.990","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-605BG","01/20/2020","ACE","ACE HARDWARE","0.000","000000002516","10/17/2013"
"4007878","TEE BLACK 1""","N","2","1","7","1","4","1","4.990","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-605BG","01/20/2020","ACE","ACE HARDWARE","0.000","002510","10/17/2013"
"4007878","TEE BLACK 1""","N","2","1","7","1","4","1","4.990","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-605BG","01/20/2020","ACE","ACE HARDWARE","0.000","019442282608","04/05/2005"
"4007878","TEE BLACK 1""","N","2","1","7","1","4","1","4.990","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-605BG","01/20/2020","ACE","ACE HARDWARE","0.000","032888406506","01/20/2020"
"4007878","TEE BLACK 1""","N","2","1","7","1","4","1","4.990","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","520-605BG","01/20/2020","ACE","ACE HARDWARE","0.000","10025109","04/05/2005"
"4007886","UNION IRON BLK 1/2""","N","8","1","6","1","5","1","7.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-703BG","01/20/2020","ACE","ACE HARDWARE","0.000","000248000060","10/17/2013"
"4007886","UNION IRON BLK 1/2""","N","8","1","6","1","5","1","7.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-703BG","01/20/2020","ACE","ACE HARDWARE","0.000","002486","10/17/2013"
"4007886","UNION IRON BLK 1/2""","N","8","1","6","1","5","1","7.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-703BG","01/20/2020","ACE","ACE HARDWARE","0.000","019442283353","04/05/2005"
"4007886","UNION IRON BLK 1/2""","N","8","1","6","1","5","1","7.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-703BG","01/20/2020","ACE","ACE HARDWARE","0.000","032888406674","01/20/2020"
"4007886","UNION IRON BLK 1/2""","N","8","1","6","1","5","1","7.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-703BG","01/20/2020","ACE","ACE HARDWARE","0.000","082901000501","04/05/2005"
"4007886","UNION IRON BLK 1/2""","N","8","1","6","1","5","1","7.590","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-703BG","01/20/2020","ACE","ACE HARDWARE","0.000","10024867","04/05/2005"
"4007894","UNION IRON BLK 3/4""","N","5","1","8","1","6","1","8.990","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-704BG","01/20/2020","ACE","ACE HARDWARE","0.000","019442283650","04/05/2005"
"4007894","UNION IRON BLK 3/4""","N","5","1","8","1","6","1","8.990","PLUMBING SUPPLIES AND FIXTURES","IRON PIPE FITTINGS","BLACK IRON FITTINGS IMP","ACE TRADING - FITTINGS BK","521-704BG","01/20/2020","ACE","ACE HARDWARE","0.000","032888406681","01/20/2020"
"40088","DUAL THREAD AERATOR ACE","N","1","1","4","1","1","1","4.990","PLUMBING SUPPLIES AND FIXTURES","FAUCET PARTS","AERATORS/ADAPTERS","ACE TRADING AERATORS 3","A036069B","01/20/2020","ACE","ACE HARDWARE","0.000","037155360697","07/20/2012"
"40088","DUAL THREAD AERATOR ACE","N","1","1","4","1","1","1","4.990","PLUMBING SUPPLIES AND FIXTURES","FAUCET PARTS","AERATORS/ADAPTERS","ACE TRADING AERATORS 3","A036069B","01/20/2020","ACE","ACE HARDWARE","0.000","054374094653","04/22/2019"
"40088","DUAL THREAD AERATOR ACE","N","1","1","4","1","1","1","4.990","PLUMBING SUPPLIES AND FIXTURES","FAUCET PARTS","AERATORS/ADAPTERS","ACE TRADING AERATORS 3","A036069B","01/20/2020","ACE","ACE HARDWARE","0.000","082901400882","01/20/2020"
"40173","SINK STOPPER 1"" RUB ACE","N","8","1","5","1","9","1","2.390","PLUMBING SUPPLIES AND FIXTURES","BASIN/TUB STOPPERS","BASIN/TUB STOPPERS","LAVELLE INDUSTRIES","410AP","01/20/2020","ACE","ACE HARDWARE","0.000","082901401735","01/20/2020"
"40173","SINK STOPPER 1"" RUB ACE","N","8","1","5","1","9","1","2.390","PLUMBING SUPPLIES AND FIXTURES","BASIN/TUB STOPPERS","BASIN/TUB STOPPERS","LAVELLE INDUSTRIES","410AP","01/20/2020","ACE","ACE HARDWARE","0.000","10017739","04/05/2005"
"40176","SINK STOP 1-3/8 RUB ACE","N","0","1","2","1","6","1","2.590","PLUMBING SUPPLIES AND FIXTURES","BASIN/TUB STOPPERS","BASIN/TUB STOPPERS","LAVELLE INDUSTRIES","413AP","01/20/2020","ACE","ACE HARDWARE","0.000","000177000056","10/17/2013"
"40176","SINK STOP 1-3/8 RUB ACE","N","0","1","2","1","6","1","2.590","PLUMBING SUPPLIES AND FIXTURES","BASIN/TUB STOPPERS","BASIN/TUB STOPPERS","LAVELLE INDUSTRIES","413AP","01/20/2020","ACE","ACE HARDWARE","0.000","001775","10/17/2013"
"40176","SINK STOP 1-3/8 RUB ACE","N","0","1","2","1","6","1","2.590","PLUMBING SUPPLIES AND FIXTURES","BASIN/TUB STOPPERS","BASIN/TUB STOPPERS","LAVELLE INDUSTRIES","413AP","01/20/2020","ACE","ACE HARDWARE","0.000","082901401766","01/20/2020"
"40176","SINK STOP 1-3/8 RUB ACE","N","0","1","2","1","6","1","2.590","PLUMBING SUPPLIES AND FIXTURES","BASIN/TUB STOPPERS","BASIN/TUB STOPPERS","LAVELLE INDUSTRIES","413AP","01/20/2020","ACE","ACE HARDWARE","0.000","10017753","04/05/2005"
"4026324","CARTRIDGE BATH MONITOR","N","1","1","1","1","2","1","53.990","PLUMBING SUPPLIES AND FIXTURES","FAUCET PARTS","FAUCET STEMS","MASCO CORP OF INDIANA","RP19804","01/20/2020","ACE","ACE HARDWARE","0.000","034449245708","01/20/2020"
"4027132","RING WAX EXTRA THICK #10","N","8","1","16","1","11","1","4.590","PLUMBING SUPPLIES AND FIXTURES","TOILET REPAIR","WAX GASKET RINGS","ARCA CHEMICALS LLC","          8068","01/20/2020","ACE","ACE HARDWARE","0.000","000193000078","10/17/2013"
"4027132","RING WAX EXTRA THICK #10","N","8","1","16","1","11","1","4.590","PLUMBING SUPPLIES AND FIXTURES","TOILET REPAIR","WAX GASKET RINGS","ARCA CHEMICALS LLC","          8068","01/20/2020","ACE","ACE HARDWARE","0.000","001937","10/17/2013"
"4027132","RING WAX EXTRA THICK #10","N","8","1","16","1","11","1","4.590","PLUMBING SUPPLIES AND FIXTURES","TOILET REPAIR","WAX GASKET RINGS","ARCA CHEMICALS LLC","          8068","01/20/2020","ACE","ACE HARDWARE","0.000","082901012825","01/20/2020"
"4027132","RING WAX EXTRA THICK #10","N","8","1","16","1","11","1","4.590","PLUMBING SUPPLIES AND FIXTURES","TOILET REPAIR","WAX GASKET RINGS","ARCA CHEMICALS LLC","          8068","01/20/2020","ACE","ACE HARDWARE","0.000","100193000075","11/03/2006"
"4027132","RING WAX EXTRA THICK #10","N","8","1","16","1","11","1","4.590","PLUMBING SUPPLIES AND FIXTURES","TOILET REPAIR","WAX GASKET RINGS","ARCA CHEMICALS LLC","          8068","01/20/2020","ACE","ACE HARDWARE","0.000","10019375","04/05/2005"
"4027439","TUBE POLY .17ID X 1/4OD","N","338","1","298","1","227","1","0.130","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","PE014017400R","01/20/2020","ACE","ACE HARDWARE","0.000","032888194007","11/02/2015"
"4027439","TUBE POLY .17ID X 1/4OD","N","338","1","298","1","227","1","0.130","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","PE014017400R","01/20/2020","ACE","ACE HARDWARE","0.000","048643025585","04/05/2005"
"4027439","TUBE POLY .17ID X 1/4OD","N","338","1","298","1","227","1","0.130","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","PE014017400R","01/20/2020","ACE","ACE HARDWARE","0.000","048643925588","02/05/2018"
"4027439","TUBE POLY .17ID X 1/4OD","N","338","1","298","1","227","1","0.130","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","PE014017400R","01/20/2020","ACE","ACE HARDWARE","0.000","20032888194001","07/19/2019"
"4027546","TUBE VINYL 1ID X 1-1/4OD","N","94","1","91","1","90","1","1.790","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","CP114001100R","01/20/2020","ACE","ACE HARDWARE","0.000","032888192386","10/28/2015"
"4027546","TUBE VINYL 1ID X 1-1/4OD","N","94","1","91","1","90","1","1.790","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","CP114001100R","01/20/2020","ACE","ACE HARDWARE","0.000","048643025684","04/05/2005"
"4027546","TUBE VINYL 1ID X 1-1/4OD","N","94","1","91","1","90","1","1.790","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","CP114001100R","01/20/2020","ACE","ACE HARDWARE","0.000","048643525689","12/30/2019"
"4027546","TUBE VINYL 1ID X 1-1/4OD","N","94","1","91","1","90","1","1.790","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","CP114001100R","01/20/2020","ACE","ACE HARDWARE","0.000","40032888192384","02/14/2018"
"40287","STRAINR BSKT#66-1011CD","N","2","1","3","1","2","1","3.990","PLUMBING SUPPLIES AND FIXTURES","TUBULAR PRODUCTS","BASKET STRAINER ASSEMBLY","ACE TRADING -PLUMB TAICHUNG","ACE820-25","01/20/2020","ACE","ACE HARDWARE","0.000","000100001785","10/17/2013"
"40287","STRAINR BSKT#66-1011CD","N","2","1","3","1","2","1","3.990","PLUMBING SUPPLIES AND FIXTURES","TUBULAR PRODUCTS","BASKET STRAINER ASSEMBLY","ACE TRADING -PLUMB TAICHUNG","ACE820-25","01/20/2020","ACE","ACE HARDWARE","0.000","000178000055","10/17/2013"
"40287","STRAINR BSKT#66-1011CD","N","2","1","3","1","2","1","3.990","PLUMBING SUPPLIES AND FIXTURES","TUBULAR PRODUCTS","BASKET STRAINER ASSEMBLY","ACE TRADING -PLUMB TAICHUNG","ACE820-25","01/20/2020","ACE","ACE HARDWARE","0.000","001781","10/17/2013"
"40287","STRAINR BSKT#66-1011CD","N","2","1","3","1","2","1","3.990","PLUMBING SUPPLIES AND FIXTURES","TUBULAR PRODUCTS","BASKET STRAINER ASSEMBLY","ACE TRADING -PLUMB TAICHUNG","ACE820-25","01/20/2020","ACE","ACE HARDWARE","0.000","001785","10/17/2013"
"40287","STRAINR BSKT#66-1011CD","N","2","1","3","1","2","1","3.990","PLUMBING SUPPLIES AND FIXTURES","TUBULAR PRODUCTS","BASKET STRAINER ASSEMBLY","ACE TRADING -PLUMB TAICHUNG","ACE820-25","01/20/2020","ACE","ACE HARDWARE","0.000","032888392014","11/03/2006"
"40287","STRAINR BSKT#66-1011CD","N","2","1","3","1","2","1","3.990","PLUMBING SUPPLIES AND FIXTURES","TUBULAR PRODUCTS","BASKET STRAINER ASSEMBLY","ACE TRADING -PLUMB TAICHUNG","ACE820-25","01/20/2020","ACE","ACE HARDWARE","0.000","082901188247","07/13/2016"
"40287","STRAINR BSKT#66-1011CD","N","2","1","3","1","2","1","3.990","PLUMBING SUPPLIES AND FIXTURES","TUBULAR PRODUCTS","BASKET STRAINER ASSEMBLY","ACE TRADING -PLUMB TAICHUNG","ACE820-25","01/20/2020","ACE","ACE HARDWARE","0.000","082901402879","01/20/2020"
"40287","STRAINR BSKT#66-1011CD","N","2","1","3","1","2","1","3.990","PLUMBING SUPPLIES AND FIXTURES","TUBULAR PRODUCTS","BASKET STRAINER ASSEMBLY","ACE TRADING -PLUMB TAICHUNG","ACE820-25","01/20/2020","ACE","ACE HARDWARE","0.000","100100001782","11/03/2006"
"40287","STRAINR BSKT#66-1011CD","N","2","1","3","1","2","1","3.990","PLUMBING SUPPLIES AND FIXTURES","TUBULAR PRODUCTS","BASKET STRAINER ASSEMBLY","ACE TRADING -PLUMB TAICHUNG","ACE820-25","01/20/2020","ACE","ACE HARDWARE","0.000","100178000052","11/03/2006"
"40287","STRAINR BSKT#66-1011CD","N","2","1","3","1","2","1","3.990","PLUMBING SUPPLIES AND FIXTURES","TUBULAR PRODUCTS","BASKET STRAINER ASSEMBLY","ACE TRADING -PLUMB TAICHUNG","ACE820-25","01/20/2020","ACE","ACE HARDWARE","0.000","10017814","04/05/2005"
"40287","STRAINR BSKT#66-1011CD","N","2","1","3","1","2","1","3.990","PLUMBING SUPPLIES AND FIXTURES","TUBULAR PRODUCTS","BASKET STRAINER ASSEMBLY","ACE TRADING -PLUMB TAICHUNG","ACE820-25","01/20/2020","ACE","ACE HARDWARE","0.000","10017852","04/05/2005"
"4039046","TUBE VINYL 3/8IDX9/16OD","N","96","1","100","1","100","1","0.490","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","CP916038100R","01/20/2020","ACE","ACE HARDWARE","0.000","032888193611","11/02/2015"
"4039046","TUBE VINYL 3/8IDX9/16OD","N","96","1","100","1","100","1","0.490","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","CP916038100R","01/20/2020","ACE","ACE HARDWARE","0.000","048643928886","10/15/2012"
"4039046","TUBE VINYL 3/8IDX9/16OD","N","96","1","100","1","100","1","0.490","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","CP916038100R","01/20/2020","ACE","ACE HARDWARE","0.000","048643928954","11/16/2019"
"4039046","TUBE VINYL 3/8IDX9/16OD","N","96","1","100","1","100","1","0.490","PLUMBING SUPPLIES AND FIXTURES","TUBING/AIRHOSE","PLASTIC","B&K INDUSTRIES","CP916038100R","01/20/2020","ACE","ACE HARDWARE","0.000","20032888193615","11/05/2019"
"40395","BALLCOCK ADJ 9-14""","N","14","1","24","1","9","1","7.990","PLUMBING SUPPLIES AND FIXTURES","BALLCOCKS/FLAPPERS","FILL VALVES","FLUIDMASTER INC","400A","01/20/2020","ACE","ACE HARDWARE","0.000","000200001890","10/17/2013"
"40395","BALLCOCK ADJ 9-14""","N","14","1","24","1","9","1","7.990","PLUMBING SUPPLIES AND FIXTURES","BALLCOCKS/FLAPPERS","FILL VALVES","FLUIDMASTER INC","400A","01/20/2020","ACE","ACE HARDWARE","0.000","001892","10/17/2013"
"40395","BALLCOCK ADJ 9-14""","N","14","1","24","1","9","1","7.990","PLUMBING SUPPLIES AND FIXTURES","BALLCOCKS/FLAPPERS","FILL VALVES","FLUIDMASTER INC","400A","01/20/2020","ACE","ACE HARDWARE","0.000","039961000026","01/20/2020"
"40395","BALLCOCK ADJ 9-14""","N","14","1","24","1","9","1","7.990","PLUMBING SUPPLIES AND FIXTURES","BALLCOCKS/FLAPPERS","FILL VALVES","FLUIDMASTER INC","400A","01/20/2020","ACE","ACE HARDWARE","0.000","039961000026","03/20/2008"
"40395","BALLCOCK ADJ 9-14""","N","14","1","24","1","9","1","7.990","PLUMBING SUPPLIES AND FIXTURES","BALLCOCKS/FLAPPERS","FILL VALVES","FLUIDMASTER INC","400A","01/20/2020","ACE","ACE HARDWARE","0.000","039961240118","11/03/2006"
"40395","BALLCOCK ADJ 9-14""","N","14","1","24","1","9","1","7.990","PLUMBING SUPPLIES AND FIXTURES","BALLCOCKS/FLAPPERS","FILL VALVES","FLUIDMASTER INC","400A","01/20/2020","ACE","ACE HARDWARE","0.000","10018927","04/05/2005"
"40395","BALLCOCK ADJ 9-14""","N","14","1","24","1","9","1","7.990","PLUMBING SUPPLIES AND FIXTURES","BALLCOCKS/FLAPPERS","FILL VALVES","FLUIDMASTER INC","400A","01/20/2020","ACE","ACE HARDWARE","0.000","100200001897","11/03/2006"
"40429","RING WAX BOWL 8OZ NOSEEP","N","11","1","11","1","4","1","2.990","PLUMBING SUPPLIES AND FIXTURES","TOILET REPAIR","WAX GASKET RINGS","ARCA CHEMICALS LLC","          8067","01/20/2020","ACE","ACE HARDWARE","0.000","082901404293","01/20/2020"
"4043618","FILTER AIR PLEAT 12X24X1","N","3","1","12","1","19","1","4.990","HEATING AND COOLING SUPPLIES","FURNACE FILTERS","PLEATED 1"" FILTERS","FLANDERS CORP","  84804.011224","01/20/2020","ACE","ACE HARDWARE","0.000","031949145118","11/03/2006"
"4043618","FILTER AIR PLEAT 12X24X1","N","3","1","12","1","19","1","4.990","HEATING AND COOLING SUPPLIES","FURNACE FILTERS","PLEATED 1"" FILTERS","FLANDERS CORP","  84804.011224","01/20/2020","ACE","ACE HARDWARE","0.000","082901024705","01/20/2020"
"4043618","FILTER AIR PLEAT 12X24X1","N","3","1","12","1","19","1","4.990","HEATING AND COOLING SUPPLIES","FURNACE FILTERS","PLEATED 1"" FILTERS","FLANDERS CORP","  84804.011224","01/20/2020","ACE","ACE HARDWARE","0.000","319204964022","11/03/2006"
"4043618","FILTER AIR PLEAT 12X24X1","N","3","1","12","1","19","1","4.990","HEATING AND COOLING SUPPLIES","FURNACE FILTERS","PLEATED 1"" FILTERS","FLANDERS CORP","  84804.011224","01/20/2020","ACE","ACE HARDWARE","0.000","319496402244","11/03/2006"
