"Item Number","Item Description","Discontinued Item?","1 KQH-LAVALETTE Value","WEB Visability Store 1","2 KQH-KENOVA Value","WEB Visibility Store 2","3 KQH-WAYNE Value","WEB Visibility Store 3","Retail Price","Department Name","Class Name","Fineline Name","Manufacturer","MFG Part #","Date of Change (QOH or Retail)","Vendor Code","Vendor Name","Promotion Price","UPC Code","UPC Date Last Used"
"1005776","SANDSPNG ACE JUMBO FN/MD","N","3","1","4","1","3","1","2.990","PAINT AND PAINT SUPPLIES","HAND/POWER SANDING ABRASI","SANDING SPONGES/PADS","ALI INDUSTRIES INC","       1005776","01/20/2020","ACE","ACE HARDWARE","0.000","082901005834","01/20/2020"
"1008218","MASKING TAPE1.41X60YD CR","N","6","1","10","1","7","1","5.990","PAINT AND PAINT SUPPLIES","TAPES","MASKING TAPES & MACHINES","SHURTECH BRANDS LLC","       1239655","01/20/2020","ACE","ACE HARDWARE","0.000","082901007616","01/20/2020"
"1008945","MORTAR VERSABOND WHT 50#","N","4","1","1","1",,"1","18.990","PAINT AND PAINT SUPPLIES","CEMENTS/PLASTERS","MORTARS","CUSTOM BUILDING PRODUCTS","MTSW50","01/20/2020","ACE","ACE HARDWARE","0.000","010186421841","01/20/2020"
"1009232","STRAINR PAINT CONE 4PK","N","3","1",,"1",,"1","1.590","PAINT AND PAINT SUPPLIES","PAINTER TOOLS/PAILS/ACCS","PAINTERS TOOLS","TRIMACO INC","         11101","01/20/2020","ACE","ACE HARDWARE","0.000","047034111012","01/20/2020"
"1009232","STRAINR PAINT CONE 4PK","N","3","1",,"1",,"1","1.590","PAINT AND PAINT SUPPLIES","PAINTER TOOLS/PAILS/ACCS","PAINTERS TOOLS","TRIMACO INC","         11101","01/20/2020","ACE","ACE HARDWARE","0.000","095561121004","05/03/2006"
"1009232","STRAINR PAINT CONE 4PK","N","3","1",,"1",,"1","1.590","PAINT AND PAINT SUPPLIES","PAINTER TOOLS/PAILS/ACCS","PAINTERS TOOLS","TRIMACO INC","         11101","01/20/2020","ACE","ACE HARDWARE","0.000","716024111012","11/12/2012"
"1010008","ACE RSTP FLT WHT 15OZ","N","9","1","5","1","6","1","4.990","PAINT AND PAINT SUPPLIES","SPRAY PAINTS","RUST PREVENTATIVE","THE SHERWIN-WILLIAMS COMPANY","I00002A07","01/20/2020","ACE","ACE HARDWARE","0.000","082901012481","01/20/2020"
"1010081","ACE RSTP SPRY SAFETY BLU","N","3","1","0","1","4","1","4.990","PAINT AND PAINT SUPPLIES","SPRAY PAINTS","COMMERCIAL","THE SHERWIN-WILLIAMS COMPANY","I00024A07","01/20/2020","ACE","ACE HARDWARE","0.000","082901012566","01/20/2020"
"1010800","JNT CMPND EASYSND45 18LB","N","1","1","4","1","2","1","12.990","PAINT AND PAINT SUPPLIES","WALL REPAIR MATERIALS","JOINT COMPOUNDS","UNITED STATES GYPSUM","        384210","01/20/2020","ACE","ACE HARDWARE","0.000","081099000164","01/20/2020"
"1010990","JNT CMPND EASYSND20 18LB","N","1","1","2","1","0","1","12.990","PAINT AND PAINT SUPPLIES","WALL REPAIR MATERIALS","JOINT COMPOUNDS","UNITED STATES GYPSUM","        384214","01/20/2020","ACE","ACE HARDWARE","0.000","081099000294","01/20/2020"
"1011014","JNT CMPND ALL PURP 3.5QT","N","2","1","0","1","5","1","7.590","PAINT AND PAINT SUPPLIES","WALL REPAIR MATERIALS","JOINT COMPOUNDS","UNITED STATES GYPSUM","        385140","01/20/2020","ACE","ACE HARDWARE","0.000","081099000058","01/20/2020"
"1011014","JNT CMPND ALL PURP 3.5QT","N","2","1","0","1","5","1","7.590","PAINT AND PAINT SUPPLIES","WALL REPAIR MATERIALS","JOINT COMPOUNDS","UNITED STATES GYPSUM","        385140","01/20/2020","ACE","ACE HARDWARE","0.000","810995","10/17/2013"
"1015379","ACE WALL REPAIR PATCH4X4","N","8","1","4","1","21","1","3.990","PAINT AND PAINT SUPPLIES","WALL REPAIR MATERIALS","WALL REPAIR PATCHES/KITS","SHURTECH BRANDS LLC","        393707","01/20/2020","ACE","ACE HARDWARE","0.000","082901020011","01/20/2020"
"10166","FILLR WD CRPNTRS8OZ NAT","N","5","1","6","1","5","1","4.990","PAINT AND PAINT SUPPLIES","WOOD FILLER/PUTTY/STICKS","WOOD FILLER","ELMER'S PRODUCTS, INC.","E848D12","01/20/2020","ACE","ACE HARDWARE","0.000","026000008327","11/27/2006"
"10166","FILLR WD CRPNTRS8OZ NAT","N","5","1","6","1","5","1","4.990","PAINT AND PAINT SUPPLIES","WOOD FILLER/PUTTY/STICKS","WOOD FILLER","ELMER'S PRODUCTS, INC.","E848D12","01/20/2020","ACE","ACE HARDWARE","0.000","026000008488","06/20/2008"
"10166","FILLR WD CRPNTRS8OZ NAT","N","5","1","6","1","5","1","4.990","PAINT AND PAINT SUPPLIES","WOOD FILLER/PUTTY/STICKS","WOOD FILLER","ELMER'S PRODUCTS, INC.","E848D12","01/20/2020","ACE","ACE HARDWARE","0.000","026000108485","01/20/2020"
"10166","FILLR WD CRPNTRS8OZ NAT","N","5","1","6","1","5","1","4.990","PAINT AND PAINT SUPPLIES","WOOD FILLER/PUTTY/STICKS","WOOD FILLER","ELMER'S PRODUCTS, INC.","E848D12","01/20/2020","ACE","ACE HARDWARE","0.000","268320","04/05/2005"
"10166","FILLR WD CRPNTRS8OZ NAT","N","5","1","6","1","5","1","4.990","PAINT AND PAINT SUPPLIES","WOOD FILLER/PUTTY/STICKS","WOOD FILLER","ELMER'S PRODUCTS, INC.","E848D12","01/20/2020","ACE","ACE HARDWARE","0.000","268480","04/05/2005"
"1018944","TRAY ROLLER D WELL STACK","N",,"1","11","1","5","1","3.990","PAINT AND PAINT SUPPLIES","PAINT ROLLERS","TRAYS AND FRAMES","SHUR-LINE","    8290118944","01/20/2020","ACE","ACE HARDWARE","0.000","026703001458","12/05/2008"
"1018944","TRAY ROLLER D WELL STACK","N",,"1","11","1","5","1","3.990","PAINT AND PAINT SUPPLIES","PAINT ROLLERS","TRAYS AND FRAMES","SHUR-LINE","    8290118944","01/20/2020","ACE","ACE HARDWARE","0.000","082901136323","11/03/2006"
"1018944","TRAY ROLLER D WELL STACK","N",,"1","11","1","5","1","3.990","PAINT AND PAINT SUPPLIES","PAINT ROLLERS","TRAYS AND FRAMES","SHUR-LINE","    8290118944","01/20/2020","ACE","ACE HARDWARE","0.000","082901189442","01/20/2020"
"1018944","TRAY ROLLER D WELL STACK","N",,"1","11","1","5","1","3.990","PAINT AND PAINT SUPPLIES","PAINT ROLLERS","TRAYS AND FRAMES","SHUR-LINE","    8290118944","01/20/2020","ACE","ACE HARDWARE","0.000","3610","11/03/2006"
"1018944","TRAY ROLLER D WELL STACK","N",,"1","11","1","5","1","3.990","PAINT AND PAINT SUPPLIES","PAINT ROLLERS","TRAYS AND FRAMES","SHUR-LINE","    8290118944","01/20/2020","ACE","ACE HARDWARE","0.000","48 ACE","11/03/2006"
"10202","CAULK PNTRS WHT10.1OZACE","N","15","1","10","1","12","1","1.990","PAINT AND PAINT SUPPLIES","CAULK/SEALANTS/GLAZING","LATEX (NON-SILICONE)","DAP PRODUCTS INC","         08714","01/20/2020","ACE","ACE HARDWARE","0.000","082048102021","07/27/2009"
"10202","CAULK PNTRS WHT10.1OZACE","N","15","1","10","1","12","1","1.990","PAINT AND PAINT SUPPLIES","CAULK/SEALANTS/GLAZING","LATEX (NON-SILICONE)","DAP PRODUCTS INC","         08714","01/20/2020","ACE","ACE HARDWARE","0.000","082901102021","01/20/2020"
"1024975","WIPING CLOTHS WHT 8OZ","N","12","1","5","1",,"1","2.590","CLEANING SUPPLIES","COMMERCIAL & JANITORIAL","COMMERCIAL WIPING RAGS","INTEX DIY INC","K-1024975","01/20/2020","ACE","ACE HARDWARE","0.000","000943250006","04/05/2005"
"1024975","WIPING CLOTHS WHT 8OZ","N","12","1","5","1",,"1","2.590","CLEANING SUPPLIES","COMMERCIAL & JANITORIAL","COMMERCIAL WIPING RAGS","INTEX DIY INC","K-1024975","01/20/2020","ACE","ACE HARDWARE","0.000","082901024545","01/20/2020"
"1024975","WIPING CLOTHS WHT 8OZ","N","12","1","5","1",,"1","2.590","CLEANING SUPPLIES","COMMERCIAL & JANITORIAL","COMMERCIAL WIPING RAGS","INTEX DIY INC","K-1024975","01/20/2020","ACE","ACE HARDWARE","0.000","094325000661","04/05/2005"
"10265","POLISH METAL TARN-X 12OZ","N","0","1","7","1","3","1","7.990","CLEANING SUPPLIES","HOUSEHOLD CLEANERS","METAL POLISH/CLEANERS","JELMAR LLC","TX-6","01/20/2020","ACE","ACE HARDWARE","0.000","078291169119","01/20/2020"
"1034503","CLEANR HARDWOOD FLR 32OZ","N","3","1","3","1",,"1","7.590","CLEANING SUPPLIES","FLOOR CARE","FLOOR CLEANERS","MINWAX","     621270004","01/20/2020","ACE","ACE HARDWARE","0.000","027426621275","01/02/2020"
"1035286","KILZ UPSHOT PRIMER10OZ","N","8","1","6","1","18","1","7.990","PAINT AND PAINT SUPPLIES","PRIMERS","AEROSOL","MASTERCHEM INDUSTRIES","         10007","01/20/2020","ACE","ACE HARDWARE","0.000","051652100075","01/20/2020"
"1037605","SPRYPNT ACE PRIMER RED","N","12","1","0","1","7","1","3.990","PAINT AND PAINT SUPPLIES","SPRAY PAINTS","GENERAL PURPOSE","THE SHERWIN-WILLIAMS COMPANY","I10376057","01/20/2020","ACE","ACE HARDWARE","0.000","082901035299","01/20/2020"
"10421","SPONGE GENPRP5.5X3.9X1.4","N","13","1","9","1","2","1","3.990","CLEANING SUPPLIES","SPONGES/CHAMOIS/SCOURERS","SPONGES","ARMALY BRANDS","R70ACER","01/20/2020","ACE","ACE HARDWARE","0.000","008290110421","08/05/2019"
"10421","SPONGE GENPRP5.5X3.9X1.4","N","13","1","9","1","2","1","3.990","CLEANING SUPPLIES","SPONGES/CHAMOIS/SCOURERS","SPONGES","ARMALY BRANDS","R70ACER","01/20/2020","ACE","ACE HARDWARE","0.000","082901104216","01/20/2020"
"10477","32PLY COTTON MOPHEAD #32","N",,"1","2","1","1","1","14.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","STICK MOPS / MOPHEADS","ELITE MOPS & BROOMS INC","109-32PLY-#32","01/20/2020","ACE","ACE HARDWARE","0.000","022193056923","03/08/2010"
"10477","32PLY COTTON MOPHEAD #32","N",,"1","2","1","1","1","14.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","STICK MOPS / MOPHEADS","ELITE MOPS & BROOMS INC","109-32PLY-#32","01/20/2020","ACE","ACE HARDWARE","0.000","041785973325","03/08/2010"
"10477","32PLY COTTON MOPHEAD #32","N",,"1","2","1","1","1","14.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","STICK MOPS / MOPHEADS","ELITE MOPS & BROOMS INC","109-32PLY-#32","01/20/2020","ACE","ACE HARDWARE","0.000","050139013525","03/08/2010"
"10477","32PLY COTTON MOPHEAD #32","N",,"1","2","1","1","1","14.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","STICK MOPS / MOPHEADS","ELITE MOPS & BROOMS INC","109-32PLY-#32","01/20/2020","ACE","ACE HARDWARE","0.000","673622053367","12/16/2011"
"10477","32PLY COTTON MOPHEAD #32","N",,"1","2","1","1","1","14.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","STICK MOPS / MOPHEADS","ELITE MOPS & BROOMS INC","109-32PLY-#32","01/20/2020","ACE","ACE HARDWARE","0.000","852026003066","01/20/2020"
"10501","MOPSTICK WNGNUT 1-1/8X54","N","6","1","5","1","2","1","12.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","MOP HANDLES","ACE TRADING - PT SURYA WOODHAN","10501W","01/20/2020","ACE","ACE HARDWARE","0.000","02359","11/03/2006"
"10501","MOPSTICK WNGNUT 1-1/8X54","N","6","1","5","1","2","1","12.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","MOP HANDLES","ACE TRADING - PT SURYA WOODHAN","10501W","01/20/2020","ACE","ACE HARDWARE","0.000","024605","11/03/2006"
"10501","MOPSTICK WNGNUT 1-1/8X54","N","6","1","5","1","2","1","12.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","MOP HANDLES","ACE TRADING - PT SURYA WOODHAN","10501W","01/20/2020","ACE","ACE HARDWARE","0.000","041301023596","11/03/2006"
"10501","MOPSTICK WNGNUT 1-1/8X54","N","6","1","5","1","2","1","12.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","MOP HANDLES","ACE TRADING - PT SURYA WOODHAN","10501W","01/20/2020","ACE","ACE HARDWARE","0.000","041785027028","11/03/2006"
"10501","MOPSTICK WNGNUT 1-1/8X54","N","6","1","5","1","2","1","12.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","MOP HANDLES","ACE TRADING - PT SURYA WOODHAN","10501W","01/20/2020","ACE","ACE HARDWARE","0.000","059629900093","05/15/2010"
"10501","MOPSTICK WNGNUT 1-1/8X54","N","6","1","5","1","2","1","12.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","MOP HANDLES","ACE TRADING - PT SURYA WOODHAN","10501W","01/20/2020","ACE","ACE HARDWARE","0.000","071129105402","01/15/2009"
"10501","MOPSTICK WNGNUT 1-1/8X54","N","6","1","5","1","2","1","12.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","MOP HANDLES","ACE TRADING - PT SURYA WOODHAN","10501W","01/20/2020","ACE","ACE HARDWARE","0.000","071129205409","04/11/2011"
"10501","MOPSTICK WNGNUT 1-1/8X54","N","6","1","5","1","2","1","12.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","MOP HANDLES","ACE TRADING - PT SURYA WOODHAN","10501W","01/20/2020","ACE","ACE HARDWARE","0.000","072383249000","11/03/2006"
"10501","MOPSTICK WNGNUT 1-1/8X54","N","6","1","5","1","2","1","12.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","MOP HANDLES","ACE TRADING - PT SURYA WOODHAN","10501W","01/20/2020","ACE","ACE HARDWARE","0.000","082901716617","05/21/2013"
"10501","MOPSTICK WNGNUT 1-1/8X54","N","6","1","5","1","2","1","12.990","CLEANING SUPPLIES","MOPS/WAX APPLICATORS","MOP HANDLES","ACE TRADING - PT SURYA WOODHAN","10501W","01/20/2020","ACE","ACE HARDWARE","0.000","843518007402","01/20/2020"
"10507","GLUE TITEBOND GL FRANKLN","N","2","1","2","1","0","1","18.990","PAINT AND PAINT SUPPLIES","GLUES/ADHESIVES/APPLICATR","WOOD","FRANKLIN INTERNATIONAL","          5066","01/20/2020","ACE","ACE HARDWARE","0.000","037083050660","01/20/2020"
"10529","SCRAPR RAZOR5BLADES ACE","N","10","1","9","1","9","1","4.590","PAINT AND PAINT SUPPLIES","KNIVES/SCRAPERS","RAZOR SCRAPERS","ALLWAY TOOLS INC","GS-A","01/20/2020","ACE","ACE HARDWARE","0.000","082901105268","02/16/2009"
"10529","SCRAPR RAZOR5BLADES ACE","N","10","1","9","1","9","1","4.590","PAINT AND PAINT SUPPLIES","KNIVES/SCRAPERS","RAZOR SCRAPERS","ALLWAY TOOLS INC","GS-A","01/20/2020","ACE","ACE HARDWARE","0.000","082901105299","01/17/2020"
"1061282","SCRAPR 5-IN-1 PAINTER","N","0","1","3","1",,"1","7.590","PAINT AND PAINT SUPPLIES","KNIVES/SCRAPERS","PUTTY KNIVES/SCRAPERS","HYDE TOOLS INC","         02970","01/20/2020","ACE","ACE HARDWARE","0.000","079423029707","01/20/2020"
"10619","VARNISH POLY GL SAT MINW","N","1","1","4","1","1","1","36.990","PAINT AND PAINT SUPPLIES","WOOD FINISHES","CLEAR POLYURETHANE/VARNIS","MINWAX","      71028000","01/20/2020","ACE","ACE HARDWARE","0.000","027426130104","04/05/2005"
"10619","VARNISH POLY GL SAT MINW","N","1","1","4","1","1","1","36.990","PAINT AND PAINT SUPPLIES","WOOD FINISHES","CLEAR POLYURETHANE/VARNIS","MINWAX","      71028000","01/20/2020","ACE","ACE HARDWARE","0.000","027426710283","01/20/2020"
"10638","HOT DIPPED PAIL 10QT","N",,"1","16","1",,"1","11.990","CLEANING SUPPLIES","MOP WRINGER/BUCKETS/PAILS","METAL PAILS","BEHRENS MANUFACTURING LLC","          1210","01/20/2020","ACE","ACE HARDWARE","0.000","024826201076","10/15/2012"
"10638","HOT DIPPED PAIL 10QT","N",,"1","16","1",,"1","11.990","CLEANING SUPPLIES","MOP WRINGER/BUCKETS/PAILS","METAL PAILS","BEHRENS MANUFACTURING LLC","          1210","01/20/2020","ACE","ACE HARDWARE","0.000","085995000020","01/20/2020"
"10789","ACE JOINT TAPE2-1/16""X75","N","1","1","9","1","2","1","1.990","PAINT AND PAINT SUPPLIES","WALL REPAIR MATERIALS","WALL REPAIR TAPE","SHURTECH BRANDS LLC","        281129","01/20/2020","ACE","ACE HARDWARE","0.000","082901107897","01/20/2020"
"10895","SILICONE K&B WHT 2.8 OZ","N","1","1","4","1","1","1","5.590","PAINT AND PAINT SUPPLIES","CAULK/SEALANTS/GLAZING","TUB/TILE","DAP PRODUCTS INC","         00750","01/20/2020","ACE","ACE HARDWARE","0.000","070798006805","01/20/2020"
"10895","SILICONE K&B WHT 2.8 OZ","N","1","1","4","1","1","1","5.590","PAINT AND PAINT SUPPLIES","CAULK/SEALANTS/GLAZING","TUB/TILE","DAP PRODUCTS INC","         00750","01/20/2020","ACE","ACE HARDWARE","0.000","070798141032","04/05/2005"
"10895","SILICONE K&B WHT 2.8 OZ","N","1","1","4","1","1","1","5.590","PAINT AND PAINT SUPPLIES","CAULK/SEALANTS/GLAZING","TUB/TILE","DAP PRODUCTS INC","         00750","01/20/2020","ACE","ACE HARDWARE","0.000","077472006809","04/05/2005"
"10898","SILICONE W&D CLEAR 2.8OZ","N","1","1","2","1","1","1","5.990","PAINT AND PAINT SUPPLIES","CAULK/SEALANTS/GLAZING","PURE SILICONE","DAP PRODUCTS INC","         00753","01/20/2020","ACE","ACE HARDWARE","0.000","000707981410","04/05/2005"
"10898","SILICONE W&D CLEAR 2.8OZ","N","1","1","2","1","1","1","5.990","PAINT AND PAINT SUPPLIES","CAULK/SEALANTS/GLAZING","PURE SILICONE","DAP PRODUCTS INC","         00753","01/20/2020","ACE","ACE HARDWARE","0.000","070798006843","01/20/2020"
"10898","SILICONE W&D CLEAR 2.8OZ","N","1","1","2","1","1","1","5.990","PAINT AND PAINT SUPPLIES","CAULK/SEALANTS/GLAZING","PURE SILICONE","DAP PRODUCTS INC","         00753","01/20/2020","ACE","ACE HARDWARE","0.000","070798141018","04/05/2005"
"10898","SILICONE W&D CLEAR 2.8OZ","N","1","1","2","1","1","1","5.990","PAINT AND PAINT SUPPLIES","CAULK/SEALANTS/GLAZING","PURE SILICONE","DAP PRODUCTS INC","         00753","01/20/2020","ACE","ACE HARDWARE","0.000","077472006847","04/05/2005"
"10990","ACE ROLLER 9"" 3/4"" NAP","N","13","1","5","1","4","1","4.990","PAINT AND PAINT SUPPLIES","PAINT ROLLERS","SHORT NAP","SHUR-LINE","8290110990R","01/20/2020","ACE","ACE HARDWARE","0.000","082901109907","01/20/2020"
"11168","DROPCLOTH 9'X12' 3MIL","N","11","1","4","1","2","1","5.990","PAINT AND PAINT SUPPLIES","DROP CLOTHS","PLASTIC","TYCO PLASTICS","        626249","01/20/2020","ACE","ACE HARDWARE","0.000","082901111689","06/10/2008"
"11168","DROPCLOTH 9'X12' 3MIL","N","11","1","4","1","2","1","5.990","PAINT AND PAINT SUPPLIES","DROP CLOTHS","PLASTIC","TYCO PLASTICS","        626249","01/20/2020","ACE","ACE HARDWARE","0.000","082901228387","01/20/2020"
"11168","DROPCLOTH 9'X12' 3MIL","N","11","1","4","1","2","1","5.990","PAINT AND PAINT SUPPLIES","DROP CLOTHS","PLASTIC","TYCO PLASTICS","        626249","01/20/2020","ACE","ACE HARDWARE","0.000","46109","11/03/2006"
"1139237","CLEANR CLOROX FRSH WIPES","N","1","1","2","1","1","1","2.990","CLEANING SUPPLIES","HOUSEHOLD CLEANERS","ALL PURPOSE CLEANERS","CLOROX CO","         01593","01/20/2020","ACE","ACE HARDWARE","0.000","044600015712","11/03/2006"
"1139237","CLEANR CLOROX FRSH WIPES","N","1","1","2","1","1","1","2.990","CLEANING SUPPLIES","HOUSEHOLD CLEANERS","ALL PURPOSE CLEANERS","CLOROX CO","         01593","01/20/2020","ACE","ACE HARDWARE","0.000","044600015934","01/20/2020"
"1139302","WALL REPAIR PATCH KIT","N","1","1",,"1",,"1","9.990","PAINT AND PAINT SUPPLIES","WALL REPAIR MATERIALS","WALL REPAIR PATCHES/KITS","DAP PRODUCTS INC","         12345","01/20/2020","ACE","ACE HARDWARE","0.000","010186670607","11/03/2006"
"1139302","WALL REPAIR PATCH KIT","N","1","1",,"1",,"1","9.990","PAINT AND PAINT SUPPLIES","WALL REPAIR MATERIALS","WALL REPAIR PATCHES/KITS","DAP PRODUCTS INC","         12345","01/20/2020","ACE","ACE HARDWARE","0.000","070798123458","01/20/2020"
"1148840","SPACKL CRACKSHOT QT DAP","N","1","1","4","1","2","1","8.990","PAINT AND PAINT SUPPLIES","WALL REPAIR MATERIALS","WALL REPAIR COMPOUNDS","DAP PRODUCTS INC","         12378","01/20/2020","ACE","ACE HARDWARE","0.000","070798123786","07/16/2019"
"1148915","SPACKL CRACKSHOT1/2PTDAP","N","2","1","6","1","6","1","5.990","PAINT AND PAINT SUPPLIES","WALL REPAIR MATERIALS","WALL REPAIR COMPOUNDS","DAP PRODUCTS INC","         12374","01/20/2020","ACE","ACE HARDWARE","0.000","070798123748","10/29/2019"
"1148998","SPACKL DRYDEX1QT DAP","N","3","1","1","1","3","1","8.990","PAINT AND PAINT SUPPLIES","WALL REPAIR MATERIALS","WALL REPAIR COMPOUNDS","DAP PRODUCTS INC","         12330","01/20/2020","ACE","ACE HARDWARE","0.000","070798123304","01/20/2020"
"11587","PUTTY KNIFE 1.5""PLAS ACE","N","9","1","10","1","6","1","1.390","PAINT AND PAINT SUPPLIES","KNIVES/SCRAPERS","PUTTY KNIVES/SCRAPERS","ALLWAY TOOLS INC","DS15-A","01/20/2020","ACE","ACE HARDWARE","0.000","082901115878","01/20/2020"
"11587","PUTTY KNIFE 1.5""PLAS ACE","N","9","1","10","1","6","1","1.390","PAINT AND PAINT SUPPLIES","KNIVES/SCRAPERS","PUTTY KNIVES/SCRAPERS","ALLWAY TOOLS INC","DS15-A","01/20/2020","ACE","ACE HARDWARE","0.000","082901174776","10/01/2013"
"1180975","SANDSPNG SANDBLSTR 180GR","N","1","1","1","1","3","1","5.590","PAINT AND PAINT SUPPLIES","HAND/POWER SANDING ABRASI","SANDING SPONGES/PADS","3M COMPANY","     20907-180","01/20/2020","ACE","ACE HARDWARE","0.000","051111115176","01/20/2020"
"1180975","SANDSPNG SANDBLSTR 180GR","N","1","1","1","1","3","1","5.590","PAINT AND PAINT SUPPLIES","HAND/POWER SANDING ABRASI","SANDING SPONGES/PADS","3M COMPANY","     20907-180","01/20/2020","ACE","ACE HARDWARE","0.000","082354035655","11/03/2006"
"1180975","SANDSPNG SANDBLSTR 180GR","N","1","1","1","1","3","1","5.590","PAINT AND PAINT SUPPLIES","HAND/POWER SANDING ABRASI","SANDING SPONGES/PADS","3M COMPANY","     20907-180","01/20/2020","ACE","ACE HARDWARE","0.000","1221449","11/03/2006"
"11868","DROPCLOTH 9' X 12' 1MIL","N","10","1","13","1","18","1","3.590","PAINT AND PAINT SUPPLIES","DROP CLOTHS","PLASTIC","TYCO PLASTICS","        626221","01/20/2020","ACE","ACE HARDWARE","0.000","082901118688","12/10/2007"
"11868","DROPCLOTH 9' X 12' 1MIL","N","10","1","13","1","18","1","3.590","PAINT AND PAINT SUPPLIES","DROP CLOTHS","PLASTIC","TYCO PLASTICS","        626221","01/20/2020","ACE","ACE HARDWARE","0.000","082901228417","01/20/2020"
"11868","DROPCLOTH 9' X 12' 1MIL","N","10","1","13","1","18","1","3.590","PAINT AND PAINT SUPPLIES","DROP CLOTHS","PLASTIC","TYCO PLASTICS","        626221","01/20/2020","ACE","ACE HARDWARE","0.000","46029","01/31/2019"
"11869","ACRYLIC SHEET24X28X.100""","N","2","1","-1","1","2","1","14.990","PAINT AND PAINT SUPPLIES","ACRYLIC SHEETING",".100 STRENGTH ACRYLIC","PLASKOLITE INC","1AG0959A","01/20/2020","ACE","ACE HARDWARE","0.000","074507622218","01/08/2020"
"11869","ACRYLIC SHEET24X28X.100""","N","2","1","-1","1","2","1","14.990","PAINT AND PAINT SUPPLIES","ACRYLIC SHEETING",".100 STRENGTH ACRYLIC","PLASKOLITE INC","1AG0959A","01/20/2020","ACE","ACE HARDWARE","0.000","074507720150","03/22/2019"
"11938","SCOURING STICK","N","6","1","2","1","11","1","3.590","CLEANING SUPPLIES","SPONGES/CHAMOIS/SCOURERS","SCOURING PADS","UNITED STATES PUMICE CO.","HDW-12","01/20/2020","ACE","ACE HARDWARE","0.000","000200001531","10/17/2013"
"11938","SCOURING STICK","N","6","1","2","1","11","1","3.590","CLEANING SUPPLIES","SPONGES/CHAMOIS/SCOURERS","SCOURING PADS","UNITED STATES PUMICE CO.","HDW-12","01/20/2020","ACE","ACE HARDWARE","0.000","001532","10/17/2013"
"11938","SCOURING STICK","N","6","1","2","1","11","1","3.590","CLEANING SUPPLIES","SPONGES/CHAMOIS/SCOURERS","SCOURING PADS","UNITED STATES PUMICE CO.","HDW-12","01/20/2020","ACE","ACE HARDWARE","0.000","071132000220","01/20/2020"
"11938","SCOURING STICK","N","6","1","2","1","11","1","3.590","CLEANING SUPPLIES","SPONGES/CHAMOIS/SCOURERS","SCOURING PADS","UNITED STATES PUMICE CO.","HDW-12","01/20/2020","ACE","ACE HARDWARE","0.000","10015322","04/05/2005"
"1196450","ACE RSTP SPRY IVORY 15OZ","N","2","1",,"1",,"1","4.990","PAINT AND PAINT SUPPLIES","SPRAY PAINTS","RUST PREVENTATIVE","THE SHERWIN-WILLIAMS COMPANY","I00056A07","01/20/2020","ACE","ACE HARDWARE","0.000","082901092056","01/20/2020"
"11965","SCRAPR BURN OFF 3"" BENT","N","4","1","2","1","9","1","7.990","PAINT AND PAINT SUPPLIES","KNIVES/SCRAPERS","PUTTY KNIVES/SCRAPERS","ALLWAY TOOLS INC","LS3B-A","01/20/2020","ACE","ACE HARDWARE","0.000","082901119654","01/20/2020"
"1197029","ACE RSTP CNTL BLU 15OZ","N","6","1","11","1",,"1","4.990","PAINT AND PAINT SUPPLIES","SPRAY PAINTS","RUST PREVENTATIVE","THE SHERWIN-WILLIAMS COMPANY","I00057A07","01/20/2020","ACE","ACE HARDWARE","0.000","082901092063","01/20/2020"
"1201573","SWIFFER WET REFILL12CT","N","2","1","3","1","1","1","5.590","CLEANING SUPPLIES","QUICK CLEAN PRODUCTS","QUICK CLEAN REFILLS","PROCTER & GAMBLE","         35154","01/20/2020","ACE","ACE HARDWARE","0.000","037000351542","01/20/2020"
"1201573","SWIFFER WET REFILL12CT","N","2","1","3","1","1","1","5.590","CLEANING SUPPLIES","QUICK CLEAN PRODUCTS","QUICK CLEAN REFILLS","PROCTER & GAMBLE","         35154","01/20/2020","ACE","ACE HARDWARE","0.000","96910189","01/21/2017"
"1203405","LEVELR FLOOR FLEXIBLE GL","N","2","1","4","1","1","1","27.990","PAINT AND PAINT SUPPLIES","CEMENTS/PLASTERS","PATCH & REPAIR PRODUCTS","DAP PRODUCTS INC","         59190","01/20/2020","ACE","ACE HARDWARE","0.000","070798591905","01/20/2020"
